1,1,55.6,54.2,122.63,65.64999999999999,1,1,1.0
1,2,316.0,0.72,397.5,113.48,1,1,1.0
1,3,97.3,0.0,218.19,62.8,1,1,1.0
2,1,36.9,51.3,117.4,63.290000000000006,1,1,1.0
2,2,313.7,0.72,399.8,113.34,1,1,1.0
2,3,97.3,0.0,218.19,62.83,1,1,1.0
3,1,20.53,47.21,114.47,63.88999999999999,1,1,1.0
3,2,311.4,0.72,402.1,113.19,1,1,1.0
3,3,97.3,0.0,218.19,62.86,1,1,1.0
4,1,5.5,45.64,114.47,63.89,1,1,1.0
4,2,310.76,0.72,402.74,113.05,1,1,1.0
4,3,97.3,0.0,218.19,62.89,1,1,1.0
5,1,0.07,44.74,98.13000000000001,62.96,1,1,1.0
5,2,310.11,0.72,403.39,112.91,1,1,1.0
5,3,97.3,0.0,218.19,62.91,1,1,1.0
6,1,0.07,44.74,78.23,53.85999999999999,1,1,1.0
6,2,309.47,0.72,404.03,112.77,1,1,1.0
6,3,97.3,0.0,218.19,62.94,1,1,1.0
7,1,0.07,44.74,61.93,49.35999999999999,1,1,1.0
7,2,308.82,0.72,404.68,112.62,1,1,1.0
7,3,97.3,0.0,218.19,62.97,1,1,1.0
8,1,0.07,44.74,42.93,46.660000000000004,1,1,1.0
8,2,308.18,0.72,405.32,112.48,1,1,1.0
8,3,97.3,0.0,218.19,63.0,1,1,1.0
9,1,0.07,44.74,29.33,36.660000000000004,1,1,1.0
9,2,307.53,0.72,405.97,112.34,1,1,1.0
9,3,97.3,0.0,218.19,63.03,1,1,1.0
10,1,0.07,44.74,29.33,36.660000000000004,1,1,1.0
10,2,306.89,0.72,406.61,112.19,1,1,1.0
10,3,97.3,0.0,218.19,63.06,1,1,1.0
11,4,869.6,174.5,90.19999999999993,94.19999999999999,1,1,1.0
11,2,306.24,0.72,407.26,112.05,1,1,1.0
11,3,97.3,0.0,218.19,63.09,1,1,1.0
12,4,825.25,167.08,134.39,98.43999999999997,1,1,1.0
12,2,305.6,0.72,407.9,111.91,1,1,1.0
12,3,97.3,0.0,218.19,63.11,1,1,1.0
13,4,780.9,159.65,178.59000000000003,102.70000000000002,1,1,1.0
13,2,305.8,0.72,407.7,111.77,1,1,1.0
13,3,97.3,0.0,218.19,63.14,1,1,1.0
14,4,736.55,152.23,222.7800000000001,106.94000000000003,1,1,1.0
14,2,306.0,0.72,407.5,111.62,1,1,1.0
14,3,97.3,0.0,218.19,63.17,1,1,1.0
15,4,692.2,144.8,266.9699999999999,111.19999999999999,1,1,1.0
15,2,306.2,0.72,407.3,111.48,1,1,1.0
15,3,97.3,0.0,218.19,63.2,1,1,1.0
16,4,656.3,135.69,278.20000000000005,112.91,1,1,1.0
16,2,306.16,0.72,407.34,111.37,1,1,1.0
16,3,97.3,0.0,218.19,62.98,1,1,1.0
17,4,617.7,127.93,270.4,110.97,1,1,1.0
17,2,306.12,0.72,407.38,111.26,1,1,1.0
17,3,97.3,0.0,218.19,62.76,1,1,1.0
18,4,583.1,120.16,256.1,108.44,1,1,1.0
18,5,2.19,151.59,94.31,131.01000000000002,1,1,1.0
18,2,306.09,0.72,407.41,111.15,1,1,1.0
18,3,97.3,0.0,218.19,62.54,1,1,1.0
19,4,547.4,112.4,248.70000000000005,107.4,1,1,1.0
19,5,1.46,161.53,120.01,133.85,1,1,1.0
19,2,306.05,0.72,407.45,111.04,1,1,1.0
19,3,97.3,0.0,218.19,62.32,1,1,1.0
20,4,515.3,111.8,238.9000000000001,100.89999999999999,1,1,1.0
20,5,0.73,171.46,145.70000000000002,136.70000000000002,1,1,1.0
20,2,306.01,0.72,407.49,110.92,1,1,1.0
20,3,97.3,0.0,218.19,62.1,1,1,1.0
21,4,483.36,104.8,232.64,100.3,1,1,1.0
21,5,0.0,181.4,171.4,139.54,1,1,1.0
21,2,305.97,0.72,407.53,110.81,1,1,1.0
21,3,97.3,0.0,218.19,61.88,1,1,1.0
22,4,456.41,99.71,222.06,96.22000000000001,1,1,1.0
22,5,18.83,191.33,190.83999999999997,149.4,1,1,1.0
22,2,305.93,0.72,407.57,110.7,1,1,1.0
22,3,97.3,0.0,218.19,61.66,1,1,1.0
23,4,429.47,94.62,211.48000000000002,92.13,1,1,1.0
23,5,37.67,201.25,210.26999999999998,159.26999999999998,1,1,1.0
23,2,305.9,0.72,407.6,110.59,1,1,1.0
23,3,97.3,0.0,218.19,61.44,1,1,1.0
24,4,403.12,90.29,205.42999999999995,89.83999999999999,1,1,1.0
24,5,56.5,211.18,229.72000000000003,169.13,1,1,1.0
24,2,305.86,0.72,407.64,110.48,1,1,1.0
24,3,97.3,0.0,218.19,61.22,1,1,1.0
25,4,376.78,85.95,199.36,87.55999999999999,1,1,1.0
25,5,75.34,221.1,249.15,179.00000000000003,1,1,1.0
25,2,305.82,0.72,407.68,110.37,1,1,1.0
25,3,97.3,0.0,218.19,61.0,1,1,1.0
26,4,350.43,81.62,193.31,85.26999999999998,1,1,1.0
26,5,94.17,231.03,268.59,188.86999999999998,1,1,1.0
26,2,305.78,0.72,407.72,110.26,1,1,1.0
26,3,97.3,0.0,218.19,60.78,1,1,1.0
27,4,329.51,78.21,187.24,82.99,1,1,1.0
27,5,113.0,240.95,288.03,198.74,1,1,1.0
27,2,305.75,0.72,407.75,110.15,1,1,1.0
27,3,97.3,0.0,218.19,60.56,1,1,1.0
28,4,308.58,74.79,181.19,80.71,1,1,1.0
28,5,139.4,254.9,309.55999999999995,206.27,1,1,1.0
28,2,305.71,0.72,407.79,110.04,1,1,1.0
28,3,97.3,0.0,218.19,60.34,1,1,1.0
29,4,287.65,71.38,175.13,78.42000000000002,1,1,1.0
29,5,172.05,274.2,331.08,213.79000000000002,1,1,1.0
29,2,305.67,0.72,407.83,109.92,1,1,1.0
29,3,97.3,0.0,218.19,60.12,1,1,1.0
30,4,266.73,67.97,169.07,76.13,1,1,1.0
30,6,861.4,152.95,98.60000000000002,95.34,1,1,1.0
30,5,211.2,291.31,352.59999999999997,228.19,1,1,1.0
30,2,305.63,0.72,407.87,109.81,1,1,1.0
30,3,97.3,0.0,218.19,59.9,1,1,1.0
31,4,250.0,67.9,159.0,68.79999999999998,1,1,1.0
31,6,816.97,145.27,143.02999999999997,101.45999999999998,1,1,1.0
31,5,256.13,310.29,385.97,229.70999999999998,1,1,1.0
31,2,305.6,0.72,407.9,109.7,1,1,1.0
31,3,97.3,0.0,218.19,59.68,1,1,1.0
32,4,232.03,63.64,154.82000000000002,67.74999999999999,1,1,1.0
32,6,772.53,137.58,187.47000000000003,107.57999999999998,1,1,1.0
32,5,301.07,329.26,408.78000000000003,210.74,1,1,1.0
32,2,305.56,0.72,407.94,109.59,1,1,1.0
32,3,97.3,0.0,218.19,59.46,1,1,1.0
33,4,214.06,59.39,150.63,66.67999999999999,1,1,1.0
33,6,728.1,129.9,231.89999999999998,113.69999999999999,1,1,1.0
33,5,346.0,348.23,431.6,191.76999999999998,1,1,1.0
